ID,designation_header,strain_number_header,is_type_strain_header,species,Genome seq. accession number,Motility
158576,,"KEMB 9005-328, JCM 31499, Yeonmyeong 2-22",1,Qipengyuania algicida,GCA_009828025,1
133139,"UQD444, MRK101, UQD 444","DSM 28520, NCTC 13658",1,Porphyromonas loveana,GCA_003096695,0
166203,SM1702,"MCCC 1K03471, KCTC 62796",1,Arcobacter antarcticus,GCA_003667345,1
164262,,"JCM 32460, LMG 30312, EAG 3",1,Pradoshia eiseniae,GCA_002946355,1
13320,,"DSM 45266, CCTCC AA 208053, YIM 90636, JCM 33234",1,Prauserella aidingensis,GCA_024171865,0
13317,,"DSM 44590, CCTCC AA 001016, YIM 90005, JCM 13022, BCRC 16313, CIP 107981, KCTC 19002, CCRC 16313",1,Prauserella alba,GCA_024171735,0
158465,,"DSM 45973, YIM 121212, CCTCC AA 2013011",1,Prauserella flavalba,GCA_003202235,0
13316,,"DSM 44617, YIM 90001, JCM 13023, BCRC 16311, CCTCC AA 001015, CIP 107978, KCTC 19000",1,Prauserella halophila,GCA_024171895,0
13323,MS 498,"DSM 45268, CCTCC AA 208056, JCM 18301, CGMCC 4.5506, NBRC 105212",1,Prauserella marina,GCA_002240355,0
13315,,"DSM 43194, ATCC 43014, IFO 14506, IMET 7650, IMRU 3760, JCM 3193, KCC A-0193, NBRC 14506, NCIB 8926, NRRL 2295, JCM 9736, BCRC 12523, CBS 614.67, CGMCC 4.1215, CIP 106520, HUT 6557, IMI 71674, KCTC 9299, KCTC 9942, NCIMB 8926, NRRL B-2295, PCM 2309, VKM Ac-1243",1,Prauserella rugosa,GCA_000719975,0
13318,,"DSM 45264, CCTCC AA 208051, YIM 90625, JCM 33232",1,Prauserella salsuginis,GCA_024648885,0
13319,,"DSM 45265, CCTCC AA 208052, YIM 90630, JCM 33233",0,Prauserella salsuginis,GCA_024648865,0
13321,,"DSM 45267, CCTCC AA 208054, YIM 90694, JCM 33235",1,Prauserella salsuginis,GCA_014195435,0
12562,,"DSM 23384, CCUG 53648, JCM 14753, KCTC 15072",1,Prevotella amnii,GCA_000378745,0
133542,OMA31,"JCM 15754, CCUG 57723, KCTC 15073",1,Prevotella aurantiaca,GCA_000614025,0
12525,653C,"DSM 20514, ATCC 29303, NCTC 11156, CCUG 9557, CIP 105105, JCM 6331, LMG 6452, VPI 6822, AIP 10109",1,Prevotella bivia,GCA_000262545,0
166275,A2672,"DSM 108033, CCOS 1231, CCUG 72809",1,Prevotella brunnea,GCA_008016795,0
12551,"N532-70A, N 532-70A","DSM 18810, ATCC 33547, CIP 105107, JCM 8529, NCTC 13065, CCUG 15404, AIP 10111, VPI 9342, Lambe 532-70A, KCTC 15680",1,Prevotella corporis,GCA_000430525,0
12565,,"DSM 22229, JCM 15908, NUM 1903, KCTC 15187",1,Prevotella dentasini,GCA_000614065,0
137073,,"CIP 104472, ATCC 51261, CCUG 39971, JCM 12259, NCTC 13068, VPI D194A-25A",1,Prevotella enoeca,GCA_000613405,0
12563,04052,"DSM 22864, CCUG 56137, JCM 15124, KCTC 15074",1,Prevotella falsenii,GCA_000613945,0
12560,T05-04,"DSM 19854, CCUG 55407, JCM 15637",1,Prevotella histicola,GCA_000613925,0
24343,"CD3:28, CD3_28, CD3 : 28","DSM 26989, CCUG 60371, KCTC 15415",1,Prevotella jejuni,GCA_900187995,0
12534,B282,"DSM 7089, ATCC 25845, JCM 6325, CCUG 4944 B, VPI 4196, BCRC 10622, CIP 105346, KCTC 3689, NCTC 12963, VPI 15087, AIP 10205",1,Prevotella melaninogenica,GCA_000144405,0
12564,E7.56,"DSM 21469, CCUG 56105, KCTC 15163, JCM 16134",1,Prevotella micans,GCA_000373705,0
12540,PPPA21,"CCUG 51937, DSM 16608, JCM 12541",1,Prevotella multiformis,GCA_000191065,0
12537,,"DSM 13386, ATCC 33563, NCTC 9336, CCUG 9560, CIP 105552, JCM 12250, VPI 8944, Lambe 729-74, CIP 104835, JCM 6322, KCTC 15081",1,Prevotella nigrescens,GCA_000220235,0
12549,,"DSM 18710, ATCC 700821, CCUG 39484, CIP 105551, NCTC 13042, AHN 10371, JCM 11140",1,Prevotella pallens,GCA_000220255,0
134238,,"JCM 14110, CCUG 54350, GTC 3021",1,Prevotella pleuritidis,GCA_000613725,0
5745,ZS1-8,"DSM 23421, JCM 17291",1,Pricia antarctica,GCA_900101815,0
1203,2DT,"DSM 13796, JCM 12211, CIP 106778, KCTC 13922, UCM B-5715",1,Priestia endophytica,GCA_001590825,0
678,131,"DSM 1320, ATCC 49095, CCUG 28525, NRRL NRS-665, CIP 106928, NRS 665, JCM 12301, BCRC 15906, CGMCC 1.3592, HAMBI 2080, IFO 15715, KCTC 3449, LMG 11155, NBRC 15715, NCIMB 13366, VTT E-97063",1,Priestia flexa,GCA_001591565,1
1244,7.101,"DSM 16467, KCTC 3914, BR 030, CIP 110015",1,Priestia koreensis,GCA_001274935,1
159756,PX7,"KCTC 42952, MCCC 1H00196",1,Primorskyibacter marinus,GCA_003313245,0
133848,KAUST100406-0324,"JCM 17872, NRRL B-59665",1,Profundibacterium mesophilum,GCA_009835145,1
134197,F2,"ATCC BAA-1284, JCM 13498",1,Prolixibacter bellariivorans,GCA_000614865,0
12604,RS16,"DSM 19349, LMG 24382, JCM 16033",1,Promicromonospora kroppenstedtii,GCA_000515355,0
12608,S7F-02,"DSM 26652, BCC 41922, JCM 17130, NBRC 112721",1,Promicromonospora thailandica,GCA_024171955,0
12606,09-Be-007,"DSM 22081, CCM 7634, CCUG 57424, JCM 17975",1,Promicromonospora umidemergens,GCA_024171995,0
12659,"C3M-31, C3M_31","DSM 21887, CCUG 57100, CIP 110570, JCM 16571",1,Propionibacterium acidifaciens,GCA_000426605,0
12658,TA-12,"DSM 16859, CIP 105414, IAM 14535, NRIC 0247, CCUG 48885, ATCC 700429, JCM 21245, NBRC 103082, NCIMB 13575",1,Propionibacterium cyclohexanicum,GCA_900111365,0
12642,"53-W (Hitchner No. 33), 33","CCUG 7433, DSM 20271, ATCC 6207, CCM 1857, NCDO 564, NCIB 5959, NCTC 10470, CIP 103026, NCIMB 5959, CIP 55.101, CIP 59.23",1,Propionibacterium freudenreichii,GCA_000940845,0
160818,JV5,"DSM 106771, TISTR 2629",1,Propionibacterium ruminifibrarum,GCA_900289195,0
159196,"WS 4900, VG341","DSM 100885, LMG 29089",1,Propioniciclava flava,GCA_004126535,0
141046,TEYR-7,"CCTCC AB 2015257, KCTC 33808",1,Propioniciclava sinopodophylli,GCA_004324755,0
12662,L60,"DSM 8251, ATCC 49929, CIP 110011, NCTC 11082, CCUG 33480, LMG 16732, JCM 13395",1,Propioniferax innocua,GCA_006716235,0
12663,,"CCUG 27816, NCTC 11866, LMG 16728, DSM 4903, ATCC 27520, JCM 5829, VPI 7625B, CIP 103263, NCIMB 702587, NCDO 2587",1,Propionimicrobium lymphophilum,GCA_000423485,0
2401,6030,DSM 260,1,Prosthecochloris vibrioformis,GCA_006265245,0
166527,2DFWR-13,"KACC 19321, NBRC 113050",1,Protaetiibacter intestinalis,GCA_003627075,0
18078,GW,"DSM 21650, CGMCC 1.5055, JCM 14574",1,Proteiniborus ethanoligenes,GCA_900107485,0
2872,D3RC-2,"DSM 24773, CGMCC 1.5058, JCM 14817, KCTC 15188",1,Proteiniclasticum ruminis,GCA_000701905,0
12514,TB107,"DSM 18083, CGMCC 1.5024, JCM 12891, CCUG 53886",1,Proteiniphilum acetatigenes,GCA_000380985,1
18080,PPP2,"DSM 23131, CIP 108034, JCM 12175, ATCC BAA-755",1,Proteocatella sphenisci,GCA_000423525,1
158717,08MAS0041,"CGMCC 1.15939, DSM 104685",1,Proteus alimentorum,GCA_002607735,1
160787,FJ2001126-3,"DSM 106178, GDMCC 1.1244",1,Proteus cibi,GCA_003144405,1
160788,TJ1636,"DSM 106180, GDMCC 1.1245",1,Proteus faecis,GCA_003144395,1
5073,,"DSM 30118, ATCC 13315, IFO 3851, NBRC 3851, NCIB 4175, NCTC 4175, JCM 1668, BCRC 11039, CCUG 35383, CCUG 6327, CIP 58.60, IAM 12317, IAM 12542, JCM 20622, NBRC 105696, NCIMB 4175, OUT 8144, LMG 2096, CCM 7011, CDC 1086-80",0,Proteus hauseri,GCA_003144475,1
5058,PR 14,"DSM 4479, ATCC 29906, CIP 103181, NCTC 11938, WDCM 00023, CDC PR 14, JCM 1669, CCUG 26767, CECT 4168, KCTC 2566, LMG 3257, NBRC 105697, CCM 7188",1,Proteus mirabilis,GCA_000160755,1
5065,1808-73,"DSM 4544, ATCC 33519, CCUG 15722, CECT 864, NCTC 12737, CDC 1808-73, JCM 3948, BCRC 14123, CIP 103030, LMG 7877, NBRC 105705, NCIMB 12597",1,Proteus penneri,GCA_003144535,0
132975,JS9,"DSM 100173, JCM 30699, KACC 18404",1,Proteus terrae subsp. cibarius,GCA_003144495,1
137640,,"CIP 103558, ATCC 49132",0,Proteus vulgaris,GCA_000754995,1
148403,"87B, 8390-93","CCUG 35381, ATCC 51471, CIP 106871",0,Proteus vulgaris,GCA_003144505,1
148404,"8385-93, 111B","CCUG 35384, ATCC 51469, CIP 106869",0,Proteus vulgaris,GCA_003144375,1
148405,"HSCT 3586 T1, 1404-81","CCUG 35385, ATCC 51470, CIP 106870",0,Proteus vulgaris,GCA_003144335,1
5075,8025-83,"CCUG 16446, NCTC 12003, DSM 3591, ATCC 35613, CIP 103031, MUA 2-110",1,Providencia heimbachae,GCA_001655055,1
166192,WCHPr000369,"GDMCC 1.1382, KCTC 62577",1,Providencia huaxiensis,GCA_002843235,0
5078,1163,"DSM 4542, ATCC 29944, CCUG 14804, CECT 865, JCM 1675, BCRC 13994, CDC 1163, CIP 103182, LMG 3259, NCTC 11801",1,Providencia rettgeri,GCA_900455085,0
5082,132-68,"CCUG 15723, DSM 4541, ATCC 33673, CDC 132-68, JCM 3953, BCRC 13997, CIP 103032, NCTC 11802, RIMD 1659001",1,Providencia rustigianii,GCA_000156395,1
5084,2896-68,"DSM 4539, ATCC 29914, CCUG 14805, CECT 866, CDC 2896-68, JCM 24298, CIP 104687, LMG 3260, NCTC 11800, LMG 7567",1,Providencia stuartii,GCA_900455155,0
5088,OP1,"DSM 17385, CIP 108829, CCUG 55499",1,Providencia vermicola,GCA_020381325,1
3026,CC-21,"DSM 21352, CCUG 54492, CIP 109510",1,Pseudacidovorax intermedius,GCA_003350475,1
130241,,"DSM 28005, JCM 19624, KACC 17839, KCTC 29256, EGI 60002",1,Pseudactinotalea suaedae,GCA_009733815,0
1208,mcha2343,"DSM 14890, CIP 108363, LMG 19507",1,Pseudalkalibacillus decolorationis,GCA_024609785,0
1226,SW-72,"DSM 16206, JCM 11807, KCCM 41641, CIP 108441, LMG 24749",1,Pseudalkalibacillus hwajinpoensis,GCA_029277305,0
140465,JH-7,"KCTC 52258, CCTCC AB 2016107",1,Pseudaminobacter manganicus,GCA_002075885,0
11877,"BN12, BN12D","DSM 6986, CIP 106963",1,Pseudaminobacter salicylatoxidans,GCA_003148475,1
3837,E92,"DSM 25647, CCM 7988, LMG 26720, CIP 110345",1,Pseudarcicella hirudinis,GCA_900115665,0
7581,A6,"DSM 12829, ATCC 700700, CIP 107037, JCM 12360, KCTC 9906, NCIMB 13794, MTCC 3706",1,Pseudarthrobacter chlorophenolicus,GCA_000022025,0
7622,Sphe3,"DSM 18606, LMG 23796, JCM 16027",1,Pseudarthrobacter phenanthrenivorans,GCA_000189535,0
7533,2568,"DSM 20136, ATCC 15216, NCIB 10267, JCM 2523, BCRC 12114, CCUG 23891, CGMCC 1.1927, CIP 106989, IAM 14590, IFO 15512, KCTC 3384, LMG 16679, LMG 3821, NBRC 15512, NCIMB 10267, NRIC 0155, VKM Ac-1955, CCRC 12114",1,Pseudarthrobacter polychromogenes,GCA_014644495,0
7615,YH-2001,"DSM 17756, CGMCC 1.3601, JCM 12642, CIP 108992, AS 1.3601",1,Pseudarthrobacter scleromae,GCA_014644515,0
24196,4J27,"DSM 28024, CECT 8257, LMG 27359, CIP 110704",1,Pseudarthrobacter siccitolerans,GCA_001046895,0
4928,"875-72, 580","CCUG 15715, DSM 4564, ATCC 33821, IAM 14239, JCM 1688, NIH 580, CDC 875-72, BCRC 15953, CGMCC 1.3441, CIP 103177, HAMBI 1694, LMG 7868, NBRC 102420, NCTC 12130",1,Pseudescherichia vulneris,GCA_000759795,1
133584,KYW314,"KCTC 22740, JCM 16344",1,Pseudidiomarina aestuarii,GCA_003987355,0
133757,SW15,"LMG 25374, BCRC 80083",1,Pseudidiomarina aquimaris,GCA_003987395,1
133467,908033,"CGMCC 1.7284, JCM 15533",1,Pseudidiomarina donghaiensis,GCA_003987405,1
168509,R04H25,"GDMCC 1.1503, KCTC 62911",1,Pseudidiomarina gelatinasegens,GCA_004025325,0
6233,PO-M2,"DSM 17923, CIP 109781, KACC 11514",1,Pseudidiomarina homiensis,GCA_003987225,1
133427,PIM1,"BCRC 17749, JCM 15083",1,Pseudidiomarina marina,GCA_003987045,0
133466,908087,"CGMCC 1.7285, JCM 15534",1,Pseudidiomarina tainanensis,GCA_900115255,1
6236,ISL-52,"DSM 21900, CCUG 54359, KCTC 12971",1,Pseudidiomarina salinarum,GCA_000753715,1
6237,c121,"DSM 21906, CICC 10319, LMG 24046",1,Pseudidiomarina sediminum,GCA_000423165,0
133426,PIN1,"BCRC 17750, JCM 15084",1,Pseudidiomarina tainanensis,GCA_004214835,0
6235,PIT1,"DSM 19709, BCRC 17465, JCM 13360",1,Pseudidiomarina taiwanensis,GCA_003987435,0
12693,,"DSM 14585, CIP 108357, KMM 255",1,Pseudoalteromonas agarivorans,GCA_002310855,1
12699,SW19,"DSM 16473, KMM 3562, CIP 108625, LMG 22059",1,Pseudoalteromonas aliena,GCA_014905615,1
133879,k53,"JCM 17292, NCIMB 14688",1,Pseudoalteromonas arabiensis,GCA_001550155,1
12701,A 37-1-2,"DSM 18437, LMG 23753",1,Pseudoalteromonas arctica,GCA_000238395,1
134146,FR1199,"JCM 12483, KCTC 12274, CIP 109024, IMSNU 60186, KCTC 22992",1,Pseudoalteromonas byunsanensis,GCA_001854475,1
12677,,"DSM 8771, ATCC 29719, DSM 6058, NCMB 1889, CIP 104113, CECT 575, LMG 2863, NCIMB 1889",1,Pseudoalteromonas citrea,GCA_000238375,1
131079,,"DSM 12749, ATCC 700518, CIP 105340, KMM 638, VKM B-2136 D",1,Pseudoalteromonas distincta,GCA_000814675,1
12684,261,"DSM 9414, ATCC 29659, CCUG 16147, IAM 12640, NCIMB 2127, LMG 2866, JCM 20705, CIP 104112, NBRC 102222",1,Pseudoalteromonas espejiana,GCA_002221525,1
12690,,"DSM 14401, KMM 3630, LMG 20361, NCIMB 2033, CIP 107428",1,Pseudoalteromonas maricaloris,GCA_014596995,1
448,,"DSM 15748, CIP 105339, KMM 216",1,Pseudoalteromonas fuliginea,GCA_000690055,1
167229,S4498,"NCIMB 15250, LMG 31599",1,Pseudoalteromonas galatheae,GCA_005886105,1
12696,,"DSM 15925, CIP 106858, LMG 19697, KMM 3549",1,Pseudoalteromonas issachenkonii,GCA_002310795,1
12702,,"DSM 22356, CGMCC 1.8499, JCM 15903, LMEB 39",1,Pseudoalteromonas lipolytica,GCA_900116435,1
12680,"CH 130, CH130","DSM 6061, ATCC 33492, NCIMB 1893, JCM 21275, CIP 103718, IAM 14710, LMG 2871, NBRC 103183",1,Pseudoalteromonas luteoviolacea,GCA_001625655,1
12695,,"DSM 15203, KMM 3635, NCIMB 1770, CIP 108079",1,Pseudoalteromonas mariniglutinosa,GCA_021613355,1
140626,,"KCCM 43187, JCM 31286, PAMC 28425",1,Pseudoalteromonas neustonica,GCA_001653135,1
12687,"F12-50-A1, F12 50-A1","DSM 14001, MBIC 1416, NITE 00156, CIP 107066, MBIC 01416",1,Pseudoalteromonas peptidolytica,GCA_012641745,0
140699,OCN003,"CCOS 1042, CIP 111189",1,Pseudoalteromonas piratica,GCA_000788395,1
139570,MB-1,"CIP 103300, ATCC 15057, NCIMB 1142, JCM 20779, IAM 12932, NBRC 103038, NRRL B-3099",1,Pseudoalteromonas piscicida,GCA_000238315,1
133216,TP162,"KACC 18554, CGMCC 1.15394",1,Pseudoalteromonas gelatinilytica,GCA_014642695,1
12689,MB8-11,"DSM 14232, ACAM 620, CIP 105820",1,Pseudoalteromonas prydzensis,GCA_001661495,1
12681,Cerbom 18,"DSM 6842, ATCC 29570, LMG 2876, NCIMB 1890, CIP 104110, DSM 6064",1,Pseudoalteromonas rubra,GCA_000238295,1
139987,,"DSM 15912, KMM 300, CIP 106857, LMG 19699",1,Pseudoalteromonas ruthenica,GCA_008808095,1
134140,UST010723-006,"NRRL B-41100, JCM 12884, CIP 108868",1,Pseudoalteromonas spongiae,GCA_000238255,0
12686,GFC,"DSM 9166, IAM 14160, NCIMB 13177, JCM 21038, ATCC 51193, CIP 104758, KMM 458, NBRC 103034, CIP 107120",1,Pseudoalteromonas tetraodonis,GCA_002310835,1
12691,,"DSM 14402, ATCC BAA-315, KMM 520, LMG 19696, CIP 107731",1,Pseudoalteromonas translucida,GCA_001465295,0
12688,D2,"DSM 14096, CCUG 26757, CIP 105928, CCUG 44952",1,Pseudoalteromonas tunicata,GCA_000153245,1
12694,"UL12, AF 172987, UL 12","DSM 15557, CIP 107123, NCIMB 13762, UNSW 095600",1,Pseudoalteromonas ulvae,GCA_014925405,1
1650,JSS,"DSM 25223, ATCC BAA-2330",1,Pseudobdellovibrio exovorus,GCA_000348725,1
158791,MM-14,"KACC 19434, KCTC 62139, NBRC 113019",1,Hanstruepera ponticola,GCA_012931685,0
6365,"Mz 5, Mz5","DSM 14809, ATCC BAA-455, CIP 107891",1,Pseudobutyrivibrio xylanivorans,GCA_900141825,0
130811,,"DSM 28760, CCM 8527, LMG 28285, MPA 1105, CIP 110803",1,Pseudochelatococcus contaminans,GCA_014195635,0
1901,,"DSM 25619, CCUG 46016, CIP 108977",1,Pseudochrobactrum asaccharolyticum,GCA_003314995,0
1900,,"DSM 25620, CCUG 33852, CIP 108976",1,Pseudochrobactrum saccharolyticum,GCA_008801715,0
23999,25 CIT,"DSM 27453, CCM 8479, LMG 27751, CIP 110624",1,Pseudocitrobacter faecalis,GCA_003315335,1
24000,C138,"DSM 27454, CCM 8478, LMG 27750, CIP 110623",0,Pseudocitrobacter faecalis,GCA_014653055,1
7481,"MJ28, H17-1","DSM 26484, JCM 16921, KCTC 19773",1,Pseudoclavibacter caeni,GCA_008831125,0
7480,,"DSM 23821, CCUG 58142, KCTC 22691, CAU 59",1,Pseudoclavibacter chungangensis,GCA_008831135,0
132433,,"DSM 29943, CGMCC 1.15081, KCTC 39112, EGI 60007, JCM 30633",1,Pseudoclavibacter endophyticus,GCA_008831085,0
7475,,"DSM 20419, ATCC 13715, CIP 108565, JCM 9491, CCUG 43303, IFO 15775, TISTR 1509, IAM 14726, LMG 21450, NBRC 15775, NCIB 8939",1,Pseudoclavibacter helvolus,GCA_014191305,0
7479,KP02,"DSM 23366, JCM 15058, KCTC 19255",1,Pseudoclavibacter soli,GCA_000423505,0
7477,A59836,"DSM 17449, IAM 14724, NBRC 15616, TISTR 1510, CCUG 50212, IFO 15616, JCM 12865, CIP 108566",0,Zimmermannella alba,GCA_001570905,0
158356,BerOC1,"DSM 103834, JCM 31820",1,Pseudodesulfovibrio hydrargyri,GCA_001874525,1
132642,J2,"DSM 101483, MCCC 1A01867",1,Pseudodesulfovibrio indicus,GCA_001563225,1
140414,BLaC1,"DSM 101509, JCM 31063",1,Pseudodesulfovibrio senegalensis,GCA_008830225,1
133214,E3/2,"LMG 29678, CCM 8698, DSM 103461, CIP 111103",1,Duganella danionis,GCA_009720775,0
141160,10R5-21,"KEMB 563-061, JCM 31587",1,Massilia eburnea,GCA_009720745,1
11377,,"DSM 15887, CCUG 50881, CIP 108077, KCTC 12193, YIM 31327",1,Duganella violaceinigra,GCA_000425385,1
132597,GS 221,"DSM 18116, KACC 14278, Gsoil 221",1,Pseudobacter ginsenosidimutans,GCA_004291315,0
133145,T16R-265,"KACC 18655, NBRC 111880",1,Pseudoflavitalea rhizosphaerae,GCA_003991355,0
18083,,"DSM 23940, ATCC 29799, CCUG 15402 A, VPI R2-29-1, KCTC 15156, JCM 32126, CCUG 15402A",1,Pseudoflavonifractor capillosus,GCA_000169255,0
17625,Sa15,"DSM 21944, CCM 7599, CCUG 57117",1,Pseudofulvimonas gallinarii,GCA_003732435,0
159090,"cd10, Cd-10","DSM 103618, NCCB 100645",1,Pseudogemmobacter bohemicus,GCA_003290025,0
7578,,"DSM 10493, ATCC 700218, CCM 4574, CCUG 36788, CIP 104907, JCM 11675, KCTC 9904, DMMZ 445",1,Pseudoglutamicibacter cumminsii,GCA_016907775,0
23772,P-207,"DSM 28556, CCM 8509, CIP 110797, LMG 28212",1,Pseudogracilibacillus auburnensis,GCA_003201975,1
10526,BP-5,"DSM 22618, BCRC 17727, LMG 24211",1,Pseudogulbenkiania subflava,GCA_900177275,1
496,"CM41-15a, CM41_15a","DSM 19751, CIP 109758, MOLA 104",1,Pseudohaliea rubra,GCA_000764025,0
24311,YC6898,"DSM 23348, KACC 14911, NBRC 107700",1,Pseudohoeflea suaedae,GCA_004354915,1
133284,SCS-49,"CGMCC 1.15425, KCTC 52155, MCCC 1K03186",1,Pseudohongiella nitratireducens,GCA_001642735,1
134182,KST3-3,"KCCM 42250, NRRL B-24439, JCM 14547, NBRC 102111",1,Pseudokineococcus marinus,GCA_013004605,1
17864,LB 57,"DSM 19756, CCUG 32286, CIP 107915, JCM 16774",1,Pseudoleptotrichia goodfellowii,GCA_000516535,0
166264,H-5,"BCRC 81154, KCTC 62865",1,Pseudomethylobacillus aquaticus,GCA_003730115,1
13122,BKME-9,"DSM 17554, ATCC 700689, CIP 106708, CCUG 50779",1,Pseudomonas abietaniphila,GCA_900100795,1
159712,MT5,"KCTC 62295, MCCC 1K03351",1,Pseudomonas abyssi,GCA_002307495,1
12758,PRD-10,"DSM 939, ATCC 15442, NCIB 10421, CCUG 2080, IFO 13736, CIP 103467, NCIMB 10421, PCI 812",0,Pseudomonas aeruginosa,GCA_000504485,1
12759,"Boston 41501, 41501","DSM 1117, ATCC 27853, CCM 3955, CCUG 17619, CECT 108, CIP 76.110, JCM 6119, LMG 6395, NCIMB 12469, WDCM 00025, UCCCB116, LMG 18448, CCUG 1423, CCUG 7737, NCTC 12903",0,Pseudomonas aeruginosa,GCA_000615525,1
12764,,"DSM 3227, ATCC 19429, IFO 3755, NBRC 3755, NCIB 6750, NCTC 6750, CIP 105094, CCM 1959, IMET 10906, NCIMB 6750, CCEB 478",0,Pseudomonas aeruginosa,GCA_900461635,1
12801,"PAO1, IC, PA01","DSM 22644, ATCC 15692, CIP 104116, JCM 14847, LMG 12228, CCUG 56489, KCTC 1637, ATCC 17503, ATCC 25247, ATCC 25375, BCRC 13078, CECT 4122, LMG 27638, NCCB 4163, NCIMB 10545, NCIMB 10548, VTT E-082794, VTT E-84219",0,Pseudomonas aeruginosa,GCA_000006765,1
130998,W,"DSM 101013, NCTC 12951, WDCM 00207, CCUG 67716, CECT 8735, CIP 111242",0,Pseudomonas aeruginosa,GCA_900706975,1
134453,,"CIP 103837, ATCC 25668, CCTM La 2767, NCTC 10662, CECT 118, NCIMB 13063, CCM 3989, WDCM 00114, CCUG 1423",0,Pseudomonas aeruginosa,GCA_900706875,1
135168,121/1956-231,"CIP 59.44, ATCC 33358, NCTC 11450",0,Pseudomonas aeruginosa,GCA_001444955,1
135613,"EML538, 14947/1955-226, A443/1955","CIP 59.38, ATCC 33353, NCTC 11445",0,Pseudomonas aeruginosa,GCA_001444755,1
136459,,"CIP 105925, ATCC 13388, CCUG 50823, QM B1468",0,Pseudomonas aeruginosa,GCA_001373675,1
138862,14811/1955-229,"CIP 59.41, ATCC 33356, NCTC 11448",0,Pseudomonas aeruginosa,GCA_001444815,1
138864,958/1953-221,"CIP 59.33, ATCC 33348, NCTC 11440",0,Pseudomonas aeruginosa,GCA_001420225,1
138865,"EML534, 4821/1952-222","CIP 59.34, ATCC 33349, NCTC 11441",0,Pseudomonas aeruginosa,GCA_001420185,1
138866,13264/1952-223,"CIP 59.35, ATCC 33350, NCTC 11442",0,Pseudomonas aeruginosa,GCA_001420205,1
138867,13335/1955-224,"CIP 59.36, ATCC 33351, NCTC 11443",0,Pseudomonas aeruginosa,GCA_001420245,1
138868,A 486/1955-225,"CIP 59.37, ATCC 33352, NCTC 11444",0,Pseudomonas aeruginosa,GCA_001420265,1
138869,"A443/1955, 14947/1955","CIP 59.39, ATCC 33354, NCTC 11446",0,Pseudomonas aeruginosa,GCA_001444745,1
138871,XI/S2/1955-228,"CIP 59.40, ATCC 33355, NCTC 11447",0,Pseudomonas aeruginosa,GCA_001444765,1
138872,U3433/1955-230,"CIP 59.43, ATCC 33357, NCTC 11449",0,Pseudomonas aeruginosa,GCA_001444835,1
138877,140,"CIP 60.92, ATCC 33360, NCTC 11452",0,Pseudomonas aeruginosa,GCA_001444995,1
13059,71A,"DSM 11810, ATCC 25941, ICMP 2656, ICPB PA144, NCPPB 2289, JCM 12566, BCRC 15817, CCUG 23365, CCUG 32769, CECT 4467, CFBP 2063, CIP 106703, LMG 2112, VTT E-94513",1,Pseudomonas agarici,GCA_000280785,1
164624,PS24,"JCM 33654, CECT 9941, LMG 31497",1,Pseudomonas akappageensis,GCA_011355085,1
12807,"1577, 142","DSM 50342, ATCC 14909, NCTC 10367, CCUG 1425 A, CCM 2655, LMG 1224, JCM 20561, BCRC 13909, CCUG 1425, CECT 929, CIP 101034, IAM 12411, ICPB 2749-12, IFO 14159, JCM 5967, LMG 2120, NBRC 14159, NCIMB 9945, NCPPB 1970, VKM B-2171, IMET 11155",1,Pseudomonas alcaligenes,GCA_000467105,1
13129,"AL 15-21, AL15-21","CCUG 54778, KCTC 12910, DSM 17744, IAM 14884, JCM 10630, CGMCC 1.6415, LMG 23134, MTCC 7934, NBRC 102411, CIP 108031",1,Pseudomonas alcaliphila,GCA_002091495,0
13051,AL1,"DSM 7298, ATCC 33614, ICMP 3918, NCPPB 2607, CIP 106734, LMG 2123",1,Pseudomonas amygdali,GCA_001400115,1
13061,S1,"CCUG 35503, DSM 12111, ATCC 33660, NCIMB 1949, CIP 106711, CECT 899",1,Pseudomonas anguilliseptica,GCA_900105355,1
13115,"CH01, CH01T","DSM 17259, CECT 7010, LMG 22563, CCUG 50743, CIP 108775",1,Pseudomonas argentinensis,GCA_008801645,1
157812,"RYU-5, RYU5","DSM 107182, JCM 32716",1,Pseudomonas asiatica,GCA_009932335,1
12808,,"CCUG 32773, ATCC 10203, LMG 2137, DSM 17133, ATCC 23835, CCM 7744, ICMP 3944, NCPPB 1947, NRRL B-733, CIP 106710, CECT 4468",1,Pseudomonas asplenii,GCA_900105475,1
13049,6801,"CCUG 32780, LMG 2158, DSM 7231, ICMP 5940, NCPPB 3085, CIP 106695, PDDCC 5940",1,Pseudomonas asplenii,GCA_000467065,1
166373,M7D1,"CCUG 73898, LMG 31516",1,Pseudomonas atacamensis,GCA_004801935,1
164623,PS14,"JCM 33653, CECT 9940, LMG 31496",1,Pseudomonas atagonensis,GCA_011369485,1
13058,"ISPAVE B.062, B. O62, F11","DSM 11809, BPIC 631, ICPB 9746, NCPPB 3487, CCUG 51505, CIP 105176, PD 2378, JCM 11937, CFBP 4060, ICMP 9746, LMG 21662",1,Pseudomonas avellanae,GCA_000302915,1
13124,6H33b,"DSM 17556, ATCC BAA-1049, JCM 12708, CCUG 53885, CIP 108866, TBRC 7232",1,Stutzerimonas azotifigens,GCA_000425625,1
